document,source_file,chapter,start_line,end_line,declared_content_type,candidate_content_type,candidate_content_type_source,candidate_official_profile,heading_context,heading_prerequisites,heading_procedure,heading_expected_result,heading_troubleshooting,heading_cleanup,heading_summary,heading_next_steps,role_objectives,role_examples,role_counterexamples,role_practice,role_acceptance,role_sources,numbered_step_count,stateful_candidate,code_fence_count,tagged_code_fence_count,untagged_code_fence_count,review_flags
10_学习模块\M00_工具链与计算机基础\M00_工具链与计算机基础_适配教材.md,10_学习模块\M00_工具链与计算机基础\M00_工具链与计算机基础_适配教材.md,第 5 章：日志和调试,675,819,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,6,0,6,candidate_missing_explicit_prerequisites;candidate_missing_expected_result;candidate_missing_explicit_objectives;candidate_missing_explicit_examples;candidate_missing_explicit_practice;candidate_missing_explicit_acceptance
10_学习模块\M00_工具链与计算机基础\M00_工具链与计算机基础_适配教材.md,10_学习模块\M00_工具链与计算机基础\M00_工具链与计算机基础_适配教材.md,第 6 章：pytest 和最小质量保障,820,942,instructional,instructional,explicit_local_metadata,concept-like,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,5,0,5,candidate_missing_explicit_context;candidate_missing_explicit_objectives;candidate_missing_explicit_examples;candidate_missing_explicit_practice;candidate_missing_explicit_acceptance
10_学习模块\M00_工具链与计算机基础\M00_工具链与计算机基础_适配教材.md,10_学习模块\M00_工具链与计算机基础\M00_工具链与计算机基础_适配教材.md,第 6A 章：进程、信号、环境变量与文件权限,943,1072,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,True,True,False,True,False,False,True,True,True,True,True,True,4,False,4,3,1,candidate_missing_explicit_prerequisites
10_学习模块\M00_工具链与计算机基础\M00_工具链与计算机基础_适配教材.md,10_学习模块\M00_工具链与计算机基础\M00_工具链与计算机基础_适配教材.md,第 7 章：HTTP、JSON 和服务交互,1073,1395,instructional,instructional,explicit_local_metadata,tutorial-like,False,True,True,True,False,True,True,True,True,True,True,True,True,True,8,True,13,11,2,
10_学习模块\M00_工具链与计算机基础\M00_工具链与计算机基础_适配教材.md,10_学习模块\M00_工具链与计算机基础\M00_工具链与计算机基础_适配教材.md,第 8 章：P01 贯通案例：task_sorter,1396,1610,instructional,instructional,explicit_local_metadata,tutorial-like,False,True,False,True,False,False,True,True,True,True,False,True,True,True,5,False,5,3,2,
10_学习模块\M00_工具链与计算机基础\M00_工具链与计算机基础_适配教材.md,10_学习模块\M00_工具链与计算机基础\M00_工具链与计算机基础_适配教材.md,第 9 章：学习检查,1611,1646,instructional,instructional,explicit_local_metadata,concept-like,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,False,0,0,0,candidate_missing_explicit_context;candidate_missing_explicit_objectives;candidate_missing_explicit_examples;candidate_missing_explicit_practice;candidate_missing_explicit_sources
10_学习模块\M00_工具链与计算机基础\M00_工具链与计算机基础_适配教材.md,10_学习模块\M00_工具链与计算机基础\M00_工具链与计算机基础_适配教材.md,第 10 章：本模块外部资料索引,1647,1672,reference,reference,explicit_local_metadata,reference,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,0,0,0,
10_学习模块\M00_工具链与计算机基础\M00_工具链与计算机基础_适配教材.md,10_学习模块\M00_工具链与计算机基础\M00_工具链与计算机基础_适配教材.md,第 11 章：暂时不要深入,1673,1701,appendix,appendix,explicit_local_metadata,appendix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,True,1,0,1,
10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,第 1 章：Python 工程能力到底是什么,94,187,instructional,instructional,explicit_local_metadata,concept-like,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,3,0,3,candidate_missing_explicit_context;candidate_missing_explicit_examples;candidate_missing_explicit_practice;candidate_missing_explicit_acceptance;candidate_missing_explicit_sources
10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,第 2 章：从业务需求到数据模型,188,380,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,False,False,False,False,False,False,False,False,False,False,False,True,3,False,7,0,7,candidate_missing_explicit_prerequisites;candidate_missing_expected_result;candidate_missing_explicit_objectives;candidate_missing_explicit_examples;candidate_missing_explicit_practice;candidate_missing_explicit_acceptance
10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,第 3 章：函数：把规则变成可测试单元,381,599,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,False,12,0,12,candidate_missing_explicit_prerequisites;candidate_missing_expected_result;candidate_missing_explicit_objectives;candidate_missing_explicit_examples;candidate_missing_explicit_practice;candidate_missing_explicit_acceptance;candidate_missing_explicit_sources
10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,第 4 章：类型标注：让代码更容易被读懂,600,698,instructional,instructional,explicit_local_metadata,concept-like,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3,0,3,candidate_missing_explicit_context;candidate_missing_explicit_objectives;candidate_missing_explicit_examples;candidate_missing_explicit_practice;candidate_missing_explicit_acceptance;candidate_missing_explicit_sources
10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,第 5 章：模块和项目结构,699,824,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,True,6,0,6,candidate_missing_explicit_prerequisites;candidate_missing_expected_result;candidate_missing_cleanup_for_stateful_work;candidate_missing_explicit_objectives;candidate_missing_explicit_examples;candidate_missing_explicit_practice;candidate_missing_explicit_acceptance;candidate_missing_explicit_sources
10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,第 6 章：异常处理：让错误可理解,825,956,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,False,6,0,6,candidate_missing_explicit_prerequisites;candidate_missing_expected_result;candidate_missing_explicit_objectives;candidate_missing_explicit_examples;candidate_missing_explicit_practice;candidate_missing_explicit_acceptance;candidate_missing_explicit_sources
10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,第 7 章：文件、JSON 和 pathlib,957,1248,instructional,instructional,explicit_local_metadata,tutorial-like,False,True,True,True,False,False,True,True,True,True,True,True,True,True,10,False,8,8,0,
10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,第 8 章：面向对象不是为了复杂，而是为了表达关系,1249,1385,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,False,7,0,7,candidate_missing_explicit_prerequisites;candidate_missing_expected_result;candidate_missing_explicit_objectives;candidate_missing_explicit_practice;candidate_missing_explicit_acceptance;candidate_missing_explicit_sources
10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,第 9 章：pytest 在 M01 中要学到什么程度,1386,1511,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,False,9,0,9,candidate_missing_explicit_prerequisites;candidate_missing_expected_result;candidate_missing_explicit_objectives;candidate_missing_explicit_examples;candidate_missing_explicit_practice;candidate_missing_explicit_acceptance;candidate_missing_explicit_sources
10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,第 10 章：贯通案例：从 task_sorter 到 Mini Scheduler,1512,1663,instructional,instructional,explicit_local_metadata,concept-like,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,False,7,0,7,candidate_missing_explicit_context;candidate_missing_explicit_objectives;candidate_missing_explicit_practice;candidate_missing_explicit_acceptance;candidate_missing_explicit_sources
10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,第 11 章：常见坏味道和改进方式,1664,1748,instructional,instructional,explicit_local_metadata,concept-like,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,7,0,7,candidate_missing_explicit_context;candidate_missing_explicit_objectives;candidate_missing_explicit_examples;candidate_missing_explicit_practice;candidate_missing_explicit_acceptance;candidate_missing_explicit_sources
10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,第 12 章：把工具组合成一个小工程（argparse 为主）,1749,2013,instructional,instructional,explicit_local_metadata,tutorial-like,False,True,True,True,True,True,True,True,True,True,True,True,True,True,2,True,9,4,5,
10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,第 13 章：并发选择、事件循环与取消,2014,2156,instructional,instructional,explicit_local_metadata,tutorial-like,False,True,True,True,False,False,False,False,False,True,False,True,True,False,4,False,6,5,1,candidate_missing_explicit_objectives;candidate_missing_explicit_sources
10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,第 14 章：本模块学习顺序,2157,2240,appendix,appendix,explicit_local_metadata,appendix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,
10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,第 15 章：学习检查,2241,2368,workbook,workbook,explicit_local_metadata,task-or-tutorial,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,False,7,0,7,candidate_missing_explicit_prerequisites;candidate_missing_ordered_procedure
10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,10_学习模块\M01_Python工程能力\M01_Python工程能力_适配教材.md,第 16 章：外部资料索引,2369,2411,appendix,appendix,explicit_local_metadata,appendix,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,1,0,1,
10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,第 1 章：为什么 M02 先学 API,110,226,instructional,instructional,explicit_local_metadata,concept-like,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,True,7,0,7,candidate_missing_explicit_objectives;candidate_missing_explicit_examples;candidate_missing_explicit_practice;candidate_missing_explicit_acceptance;candidate_missing_explicit_sources
10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,第 2 章：REST 和资源建模,227,382,instructional,instructional,explicit_local_metadata,tutorial-like,True,True,True,True,False,False,True,True,True,True,True,True,True,True,8,False,3,1,2,
10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,第 3 章：请求体和响应体,383,491,instructional,instructional,explicit_local_metadata,concept-like,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,4,0,4,candidate_missing_explicit_objectives;candidate_missing_explicit_examples;candidate_missing_explicit_practice;candidate_missing_explicit_acceptance;candidate_missing_explicit_sources
10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,第 4 章：Pydantic 模型,492,738,instructional,instructional,explicit_local_metadata,tutorial-like,False,True,True,True,False,False,True,True,True,False,True,True,True,True,0,False,8,7,1,candidate_missing_explicit_examples
10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,第 5 章：状态码和错误处理,739,866,instructional,instructional,explicit_local_metadata,concept-like,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0,False,6,0,6,candidate_missing_explicit_objectives;candidate_missing_explicit_examples;candidate_missing_explicit_practice;candidate_missing_explicit_acceptance;candidate_missing_explicit_sources
10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,第 6 章：项目分层,867,952,instructional,instructional,explicit_local_metadata,concept-like,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0,True,3,0,3,candidate_missing_explicit_objectives;candidate_missing_explicit_examples;candidate_missing_explicit_practice;candidate_missing_explicit_acceptance;candidate_missing_explicit_sources
10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,第 7 章：接口测试,953,1140,instructional,instructional,explicit_local_metadata,tutorial-like,True,True,False,True,True,False,True,True,True,True,True,True,True,True,3,False,7,0,7,
10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,第 8 章：OpenAPI 自动文档,1141,1254,instructional,instructional,explicit_local_metadata,tutorial-like,False,True,True,True,True,True,True,True,True,True,False,True,True,True,0,True,3,2,1,
10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,第 9 章：贯通案例：任务 API 服务,1255,1500,instructional,instructional,explicit_local_metadata,concept-like,False,True,False,False,False,True,True,True,True,True,False,False,False,True,0,False,8,2,6,candidate_missing_explicit_context;candidate_missing_explicit_practice;candidate_missing_explicit_acceptance
10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,第 10 章：认证 Principal 与资源授权,1501,1672,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,True,True,False,False,True,True,True,True,True,True,True,True,9,False,5,3,2,candidate_missing_explicit_prerequisites
10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,第 11 章：请求生命周期、Middleware 与依赖注入,1673,1789,instructional,instructional,explicit_local_metadata,tutorial-like,False,True,False,True,False,False,False,False,True,True,True,False,True,False,7,False,5,1,4,candidate_missing_explicit_practice;candidate_missing_explicit_sources
10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,第 12 章：Problem Details、分页与可恢复过载,1790,1871,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,True,True,False,False,False,False,False,True,False,True,True,False,0,False,2,0,2,candidate_missing_explicit_prerequisites;candidate_missing_explicit_objectives;candidate_missing_explicit_sources
10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,第 13 章：Deadline、幂等创建与版本 CAS,1872,1958,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,True,True,False,False,False,False,False,True,False,True,True,False,0,False,2,1,1,candidate_missing_explicit_prerequisites;candidate_missing_explicit_objectives;candidate_missing_explicit_sources
10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,第 14 章：学习顺序,1959,2066,appendix,appendix,explicit_local_metadata,appendix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,
10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,第 15 章：学习检查,2067,2134,workbook,workbook,explicit_local_metadata,task-or-tutorial,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,False,1,0,1,candidate_missing_explicit_prerequisites;candidate_missing_ordered_procedure
10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,10_学习模块\M02_后端API与服务化\M02_后端API与服务化_适配教材.md,第 16 章：外部资料索引,2135,2178,appendix,appendix,explicit_local_metadata,appendix,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,1,0,1,
10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,第 1 章：为什么 RAG 是 AI workload 的起点,90,214,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,5,0,5,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,第 2 章：文档进入系统,215,528,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,True,8,0,8,candidate_missing_explicit_prerequisites;candidate_missing_cleanup_for_stateful_work;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,第 3 章：chunk 策略,529,707,instructional,instructional,explicit_local_metadata,concept-like,True,False,False,True,True,False,False,False,True,False,True,False,True,False,0,False,8,0,8,candidate_missing_explicit_examples;candidate_missing_explicit_practice;candidate_missing_explicit_sources
10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,第 4 章：embedding 和向量检索,708,1008,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,True,True,True,False,False,False,True,True,True,True,True,True,4,False,12,1,11,candidate_missing_explicit_prerequisites
10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,第 5 章：从检索到回答与引用,1009,1173,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,7,0,7,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,第 6 章：RAG 评估与失败处理,1174,1325,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,True,True,True,False,False,False,True,True,True,True,True,False,0,False,6,0,6,candidate_missing_explicit_prerequisites;candidate_missing_explicit_sources
10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,第 7 章：metadata 权限过滤,1326,1603,instructional,instructional,explicit_local_metadata,concept-like,True,False,False,True,True,False,False,False,True,False,True,False,True,False,0,False,9,1,8,candidate_missing_explicit_examples;candidate_missing_explicit_practice;candidate_missing_explicit_sources
10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,第 8 章：把 RAG 请求接入 P03,1604,1732,design-note,design-note,explicit_local_metadata,design-note,False,False,False,True,True,False,False,False,True,False,True,False,True,False,0,False,5,0,5,
10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,第 9 章：第一轮学习顺序,1835,1879,appendix,appendix,explicit_local_metadata,appendix,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8,False,0,0,0,
10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,10_学习模块\M03_RAG工程\M03_RAG工程_适配教材.md,第 10 章：外部资料怎么用,1880,1931,reference,reference,explicit_local_metadata,reference,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,1,0,1,
10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,第 1 章：为什么 Agent 工作流必须可控,114,216,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,5,0,5,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,第 2 章：工具调用，Agent 如何做事,217,391,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,True,True,True,True,True,True,True,False,3,False,5,0,5,candidate_missing_explicit_prerequisites;candidate_missing_explicit_sources
10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,第 3 章：状态，Agent 为什么不能只保存最终结果,392,537,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,7,0,7,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,第 4 章：固定工作流，先不要做开放式自动规划,538,654,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,4,0,4,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,第 5 章：失败处理和重试,655,786,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,False,True,False,True,True,True,False,6,False,6,0,6,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,第 6 章：人工确认，人必须能接管关键步骤,787,1079,design-note,design-note,explicit_local_metadata,design-note,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,5,0,5,
10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,第 7 章：Agent 和 M05 调度的连接,1080,1173,design-note,design-note,explicit_local_metadata,design-note,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,4,0,4,
10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,第 8 章：日志和监控，Agent 每一步都要能复盘,1174,1268,design-note,design-note,explicit_local_metadata,design-note,True,False,True,True,True,False,False,False,True,False,True,True,True,False,0,False,1,0,1,
10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,第 9 章：安全和权限的第一层边界,1269,1430,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,False,False,False,False,True,False,False,True,True,False,0,False,5,0,5,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,10_学习模块\M04_Agent工作流\M04_Agent工作流_适配教材.md,第 10 章：从零实现最小 Agent Runtime,1431,1789,design-note,design-note,explicit_local_metadata,design-note,True,False,True,True,True,False,False,False,True,False,True,True,True,True,6,False,9,0,9,
10_学习模块\M05_任务队列与调度\M05_任务队列与调度_章节教材.md,10_学习模块\M05_任务队列与调度\教材章节\00_这门小教材怎么学.md,第 0 章：这门小教材怎么学,1,184,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,False,True,True,False,False,False,True,False,True,True,True,True,5,False,5,0,5,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples
10_学习模块\M05_任务队列与调度\M05_任务队列与调度_章节教材.md,10_学习模块\M05_任务队列与调度\教材章节\01_为什么调度不是简单排序.md,第 1 章：为什么调度不是简单排序,1,348,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,False,True,True,False,True,False,True,True,True,True,True,False,7,False,13,0,13,candidate_missing_explicit_prerequisites;candidate_missing_explicit_sources
10_学习模块\M05_任务队列与调度\M05_任务队列与调度_章节教材.md,10_学习模块\M05_任务队列与调度\教材章节\02_Task_Worker_Queue_最小模型.md,第 2 章：Task / Worker / Queue 最小模型,1,728,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,False,True,True,False,False,False,True,True,True,True,True,False,7,False,40,0,40,candidate_missing_explicit_prerequisites;candidate_missing_explicit_sources
10_学习模块\M05_任务队列与调度\M05_任务队列与调度_章节教材.md,10_学习模块\M05_任务队列与调度\教材章节\03_FIFO_baseline.md,第 3 章：FIFO baseline,1,587,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,True,True,True,False,False,True,True,True,True,True,True,False,11,False,38,0,38,candidate_missing_explicit_prerequisites;candidate_missing_explicit_sources
10_学习模块\M05_任务队列与调度\M05_任务队列与调度_章节教材.md,10_学习模块\M05_任务队列与调度\教材章节\04_Priority_和业务优先级.md,第 4 章：Priority 和业务优先级,1,543,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,False,True,True,False,False,False,True,False,True,True,True,False,14,False,33,0,33,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M05_任务队列与调度\M05_任务队列与调度_章节教材.md,10_学习模块\M05_任务队列与调度\教材章节\05_SJF_和平均等待时间.md,第 5 章：SJF 和平均等待时间,1,570,instructional,instructional,explicit_local_metadata,tutorial-like,False,False,False,True,True,False,False,False,True,False,True,True,True,False,7,False,37,0,37,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M05_任务队列与调度\M05_任务队列与调度_章节教材.md,10_学习模块\M05_任务队列与调度\教材章节\06_指标_average_P95_P99_utilization.md,第 6 章：指标：average / P95 / P99 / utilization,1,621,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,False,True,True,False,False,True,True,True,True,True,True,False,7,False,40,0,40,candidate_missing_explicit_prerequisites;candidate_missing_explicit_sources
10_学习模块\M05_任务队列与调度\M05_任务队列与调度_章节教材.md,10_学习模块\M05_任务队列与调度\教材章节\07_高峰负载实验.md,第 7 章：高峰负载实验,1,845,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,False,True,True,False,True,False,True,False,True,True,True,False,10,False,63,0,63,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M05_任务队列与调度\M05_任务队列与调度_章节教材.md,10_学习模块\M05_任务队列与调度\教材章节\08_Cost-aware_调度.md,第 8 章：Cost-aware 调度,1,744,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,False,True,True,False,True,False,True,False,True,True,True,False,10,False,59,0,59,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
10_学习模块\M05_任务队列与调度\M05_任务队列与调度_章节教材.md,10_学习模块\M05_任务队列与调度\教材章节\09_分组分析_谁被牺牲了.md,第 9 章：分组分析：谁被牺牲了,1,612,instructional,instructional,explicit_local_metadata,tutorial-like,True,False,False,True,True,False,True,False,True,False,True,True,True,False,9,False,49,0,49,candidate_missing_explicit_prerequisites;candidate_missing_explicit_examples;candidate_missing_explicit_sources
